StepsInEval,TrajsInEval,CumEvalTime,CumTrainTime,Iteration,CumTime (s),CumSteps,CumCompletedTrajs,CumUpdates,StepsPerSecond,UpdatesPerSecond,ReplayRatio,CumReplayRatio,q1LossAverage,q1LossStd,q1LossMedian,q1LossMin,q1LossMax,q2LossAverage,q2LossStd,q2LossMedian,q2LossMin,q2LossMax,piLossAverage,piLossStd,piLossMedian,piLossMin,piLossMax,q1GradNormAverage,q1GradNormStd,q1GradNormMedian,q1GradNormMin,q1GradNormMax,q2GradNormAverage,q2GradNormStd,q2GradNormMedian,q2GradNormMin,q2GradNormMax,piGradNormAverage,piGradNormStd,piGradNormMedian,piGradNormMin,piGradNormMax,q1Average,q1Std,q1Median,q1Min,q1Max,q2Average,q2Std,q2Median,q2Min,q2Max,piMuAverage,piMuStd,piMuMedian,piMuMin,piMuMax,piLogStdAverage,piLogStdStd,piLogStdMedian,piLogStdMin,piLogStdMax,qMeanDiffAverage,qMeanDiffStd,qMeanDiffMedian,qMeanDiffMin,qMeanDiffMax,alphaAverage,alphaStd,alphaMedian,alphaMin,alphaMax
0,0,1779.0953967571259,35514.23660159111,5999,37293.331998348236,240000,1200,230000,4.841970959318743,4.841970959318743,256.0,245.33333333333334,0.04461398070389405,0.029211427025729795,0.03798425570130348,0.012842895463109016,0.7201855778694153,0.044352488507330416,0.03213081711259264,0.03789159841835499,0.009721430949866772,0.7596269845962524,-0.7422826570668767,0.9225363780455736,-0.7467131316661835,-4.316431045532227,2.615407705307007,15.445921037933212,11.694153858683459,12.485168782497443,1.1826375997579874,138.34302632848076,15.36756184392414,11.730221568280955,12.486601453380743,1.1720578228055512,186.2996082284788,0.3756821015715075,0.1090201953780592,0.3567908026639247,0.15771937481142437,2.293558595706993,0.649486,14.646556,-4.682166,-53.529507,27.168264,0.65008515,14.646824,-4.717084,-53.273903,27.173851,-0.1793657,1.5446038,-0.22766277,-8.656461,7.99571,-0.76910865,0.23844817,-0.74270344,-2.4070761,1.0569298,0.15080713547617197,0.023596604334100085,0.1454930379986763,0.10591244697570801,0.3394232988357544,0.00436459938781336,0.00017204148736353953,0.004328547511249781,0.004020671360194683,0.004716575611382723
0,0,1836.7600734233856,36872.94522643089,6249,38709.70529985428,250000,1240,240000,7.3599297282588365,7.3599297282588365,256.0,245.76,0.041476686393655836,0.033313584933832754,0.034751204773783684,0.011402774602174759,1.0259332656860352,0.04186734210541472,0.03762621926143156,0.03499387390911579,0.011335202492773533,1.0293534994125366,-1.2036512870788785,0.9066852442486403,-1.2000810503959656,-4.584554195404053,2.238161563873291,14.30460844843873,10.558893264664796,11.655930484127595,1.0219981002116707,121.95014300479313,14.635630193547462,11.103334448677181,11.878468586323676,1.1206837056016576,202.59407981475215,0.3647802603844436,0.11124264092563933,0.3445399308688062,0.13917289346697417,1.785144095875789,1.0507592,14.426453,-3.989831,-54.004417,27.677227,1.0510254,14.426307,-3.9907463,-53.859104,27.719975,-0.19157027,1.5397395,-0.25573725,-12.755552,8.32557,-0.76611453,0.23853578,-0.7398695,-2.6485367,1.5919827,0.1473586624212563,0.022010094014641393,0.1428683027625084,0.10179444402456284,0.3537014126777649,0.00415242594499141,0.0001943832779540476,0.004154666559770703,0.003833870403468609,0.004611657001078129
0,0,1913.0924215316772,38397.756818294525,6499,40310.8492398262,260000,1280,250000,6.558187289078745,6.558187289078745,256.0,246.15384615384616,0.04092023018039763,0.027373972935892426,0.034479934722185135,0.012320615351200104,1.0879004001617432,0.04118038909137249,0.03495084808077082,0.034659115597605705,0.01133524626493454,1.0818071365356445,-1.2661978863539465,0.9188604180852082,-1.2558450102806091,-4.98209810256958,2.398130178451538,13.48435568426162,9.99725567025226,10.962459193915402,1.1417563321043886,124.01651802040786,13.836200617214725,10.12145277458862,11.312067557949753,1.0378613842213433,141.88450940424048,0.3424746410925848,0.1075898243144192,0.32138972308840785,0.140293980262665,1.4313670764094435,1.14273,14.615566,-5.5823517,-56.973904,28.391844,1.1419483,14.615177,-5.593816,-57.205017,28.304354,-0.21692425,1.5326934,-0.28272742,-10.513813,10.926956,-0.77839065,0.24102539,-0.7563396,-2.9543428,1.5159991,0.14087476119250059,0.020168818432862605,0.13699869066476822,0.10160531848669052,0.4316520690917969,0.0037374202511971815,9.965660391237109e-05,0.003738865489140153,0.0035171995405107737,0.0039647421799600124
0,0,1989.0475487709045,40093.59928059578,6749,42082.646829366684,270000,1320,260000,5.896774153437592,5.896774153437592,256.0,246.5185185185185,0.0416732833109796,0.02703805168359435,0.03576904162764549,0.013747801072895527,0.8933043479919434,0.04226991325793788,0.03219350413275813,0.036214008927345276,0.013973328284919262,0.9913651943206787,-1.3606589061086372,0.943311853245124,-1.3556397557258606,-5.58544397354126,2.4353203773498535,12.491084881583845,9.08582248302808,10.24761708109757,1.0431417707400028,131.452019808406,12.959706691506172,9.159999400532428,10.773284848641055,1.263998348032847,105.63166362264887,0.33601571456985074,0.10498839310024254,0.31785216791759,0.1435832924584596,2.473799169032541,1.1411941,14.836115,-4.8494806,-57.14587,28.619719,1.14121,14.836484,-4.848872,-56.98134,28.620869,-0.24159455,1.5284199,-0.3336578,-10.478215,8.491487,-0.7962359,0.24268617,-0.7681693,-2.748495,1.0539715,0.14118085064217448,0.01829793663504149,0.13768237829208374,0.10151497274637222,0.2660030126571655,0.0036824737114133314,9.158768194365152e-05,0.0036620107712224126,0.003534693503752351,0.003911397885531187
0,0,2057.3965282440186,42153.99877548218,6999,44211.395303726196,280000,1400,270000,4.853427708955713,4.853427708955713,256.0,246.85714285714286,0.04108098221914843,0.024520968419580718,0.0354273933917284,0.013395888730883598,0.6780402660369873,0.04203663605740294,0.027909176188874077,0.03624250926077366,0.012784095481038094,0.7224515080451965,-2.144122016706473,0.9458909261482029,-2.1484017372131348,-5.961956977844238,1.3168717622756958,11.681228734380571,8.556904658899606,9.683106157801465,0.8800381894114597,130.92429710494253,12.24287272543512,8.758698735781552,10.212957600384371,1.1177504376993366,151.4341363460959,0.3411927646720774,0.10245082727183416,0.3230563428401492,0.1494370919117208,1.9023938925424564,1.990302,14.705534,-1.8409297,-54.290554,29.241817,1.990268,14.705107,-1.8501295,-54.485092,29.353506,-0.31640512,1.5206183,-0.43466166,-9.507387,7.820169,-0.77559197,0.2317596,-0.749153,-2.552981,1.3207575,0.14332077117413283,0.01867558054819059,0.13973823189735413,0.10210222750902176,0.2751961648464203,0.0039530030713416636,0.0001014150211147109,0.0039281160570681095,0.003762853564694524,0.004177669994533062
0,0,2143.0341210365295,43461.163867235184,7249,45604.19798827171,290000,1440,280000,7.650143094465025,7.650143094465025,256.0,247.17241379310346,0.04485424406258389,0.024156355299356447,0.0392867773771286,0.01561745535582304,0.5990939140319824,0.04501972997877747,0.0262944019344021,0.03932315669953823,0.016385825350880623,0.6573285460472107,-2.6415071822959466,0.9232998470698378,-2.6441370248794556,-5.984941005706787,1.334077000617981,12.218288945861726,8.28593633206634,10.346022340175796,1.1624806417116074,89.61069252773329,12.722303234536206,8.904607719426632,10.600885085759101,0.9591758447147474,119.00740552762603,0.33730625681426535,0.09875194531299923,0.318825255735122,0.14855165494278666,1.4586062390097392,2.4663234,14.335572,-1.3790321,-55.958298,29.43328,2.465923,14.335297,-1.3737402,-55.5319,29.693209,-0.26929247,1.5301453,-0.36763823,-9.292709,7.983563,-0.76602703,0.22966047,-0.74653924,-2.326982,1.4878304,0.157128928681463,0.018330343815782864,0.15418922156095505,0.11360329389572144,0.30754005908966064,0.004297111510764807,9.025009030546101e-05,0.004324758658185601,0.004080211278051138,0.004519669804722071
0,0,2207.104207754135,44646.80627322197,7499,46853.910480976105,300000,1480,290000,8.434246236053951,8.434246236053951,256.0,247.46666666666667,0.048231157006137074,0.024933708666654165,0.04255344532430172,0.015622755512595177,0.6197428107261658,0.05049847323615104,0.027328034175843827,0.04476136155426502,0.018246175721287727,0.6607111096382141,-3.2658850457955153,0.8623880450173633,-3.268040180206299,-6.517546653747559,-0.05334789678454399,11.600962755770922,7.711388486645979,9.788653956889057,1.009688108226549,99.10465543719481,12.559405250536008,8.64844437058463,10.678586230712014,1.146231399857089,195.38938507640796,0.33755542538603117,0.09777310870445748,0.3199453744955114,0.1411188788261299,1.6668900228624108,3.0985444,13.647525,0.10733198,-57.49844,30.347132,3.0989623,13.647006,0.10619934,-56.927654,30.41955,-0.2841991,1.5204798,-0.4233703,-8.818243,7.0607452,-0.7697153,0.22953174,-0.743353,-2.6655533,1.432536,0.16275575793981553,0.016444236562546358,0.1604785919189453,0.12185616046190262,0.3088653087615967,0.004368580307019874,8.048905484332752e-05,0.004370058653876185,0.004203280434012413,0.004598313011229038
0,0,2271.098194360733,46110.95409607887,7749,48382.052290439606,310000,1520,300000,6.829911463780757,6.829911463780757,256.0,247.74193548387098,0.05304342668037862,0.027124873737992914,0.04678774252533913,0.016756350174546242,0.41702166199684143,0.05507471682354808,0.029302972663678855,0.04837392084300518,0.018231287598609924,0.4822920560836792,-3.565961211067438,0.8897481762257443,-3.5615947246551514,-7.233868598937988,-0.5694082379341125,11.692944300487563,7.919370408661147,9.8465851919903,1.4284737733882615,95.65745299246521,12.678445119859713,8.70685652658562,10.734651675246406,1.3059931480256672,153.75075953481922,0.34618396064788265,0.09881045901932498,0.32819793956309756,0.15338424562057423,1.3414358268752145,3.414411,13.895386,-0.6027423,-52.475945,34.84598,3.4141126,13.894645,-0.59918785,-52.510647,34.730133,-0.22997597,1.5316422,-0.34019077,-11.03705,7.0159965,-0.77812195,0.22565825,-0.7552056,-2.6057477,1.1689328,0.16170842828601598,0.01571778609071005,0.15957334637641907,0.12076175957918167,0.2501627802848816,0.004085284982598387,0.00015122369211522255,0.004085797118023038,0.0037871776148676872,0.004409951623529196
0,0,2351.6362075805664,47956.978375673294,7999,50308.61458325386,320000,1600,310000,5.417046845232739,5.417046845232739,256.0,248.0,0.04294238579021767,0.026048082746229415,0.03662226349115372,0.012978182174265385,0.4748506546020508,0.044966750703845176,0.030108075047986498,0.03836178407073021,0.01536403875797987,0.5792040824890137,-3.691278863111138,0.931180521547334,-3.693575859069824,-7.236786365509033,-0.48247817158699036,10.142624422675645,7.298135569992311,8.369639144968206,0.7986599100527816,101.96633853431122,11.180139966982098,7.997765366887278,9.229633982572318,1.0697048761769752,104.93391735683188,0.3212543972129933,0.10488587994617515,0.298122288059808,0.14725007281340427,1.621011339862522,3.480662,14.385765,-1.3927654,-57.16972,32.900482,3.4811044,14.3850975,-1.409778,-57.189945,32.859753,-0.13840397,1.545271,-0.2258304,-10.522259,7.2457156,-0.7744224,0.22882955,-0.7538637,-2.7166653,1.3283364,0.1563405136153102,0.01617319649256416,0.15390607714653015,0.11449167877435684,0.2536131739616394,0.00384293543077074,6.756473485272559e-05,0.0038543175905942917,0.0036572616081684828,0.003982112742960453
0,0,2440.5629284381866,49477.14312529564,8249,51917.706053733826,330000,1640,320000,6.578234367350186,6.578234367350186,256.0,248.24242424242425,0.04074588094353676,0.03057952456665661,0.033630358055233955,0.011708949692547321,1.008102536201477,0.04352062592096627,0.03856794451380941,0.03566688857972622,0.012723231688141823,1.1110674142837524,-3.404185488337278,0.8816274012586028,-3.3943870067596436,-7.264832496643066,-0.17332443594932556,9.396844320864506,7.548266755515775,7.469179769203663,0.9579351936700018,111.33280305649784,10.414274044253165,8.466980877538983,8.27812311850369,0.8588906580167908,130.77370994518628,0.29540307014655715,0.10072922727339545,0.2733371845365402,0.1358371248490808,1.5651815701740324,3.2300692,13.803437,-1.1242726,-60.79449,37.255634,3.2304397,13.803654,-1.1221206,-60.742466,37.09387,-0.14508867,1.5594959,-0.27065206,-11.954577,8.340016,-0.74859077,0.22702123,-0.73080826,-2.7732017,2.2485428,0.15232016826421022,0.016820265986443865,0.1496066302061081,0.1107218787074089,0.3428501784801483,0.003900936283869669,0.00014566074754870839,0.0038997808005660772,0.003560064360499382,0.004184580408036709
0,0,2523.3992545604706,51030.21487236023,8499,53553.6141269207,340000,1680,330000,6.438852563573234,6.438852563573234,256.0,248.47058823529412,0.040692090716864915,0.028833046883237345,0.034047553315758705,0.01448443066328764,1.1237534284591675,0.04272541826432571,0.0334995132702991,0.036182960495352745,0.015195910818874836,1.2304046154022217,-4.220666959238052,0.9146194378006994,-4.210464239120483,-7.643136024475098,-0.25159764289855957,8.494534760777412,6.625889073539411,6.757973685300172,0.7134524141466011,96.75406263128868,9.143723101906632,7.114388503265096,7.3905763688619395,0.9685776582964148,124.94631430633024,0.29978820175034904,0.10559395836492605,0.2759557680673258,0.12455484100789692,1.627635857701996,4.099916,13.740932,0.40229088,-60.99001,37.954727,4.099719,13.740409,0.4225458,-60.515327,37.561,-0.14406319,1.5617859,-0.27970237,-10.086757,6.8441505,-0.7433047,0.23657027,-0.7200398,-2.8199067,1.1459714,0.15828584296330808,0.01596865912351112,0.1562724933028221,0.11774495244026184,0.28234514594078064,0.004170378893753514,6.822862854014544e-05,0.004188062623143196,0.003997242543846369,0.004311796277761459
0,0,2594.0562925338745,52385.912947416306,8749,54979.96923995018,350000,1720,340000,7.376273658562485,7.376273658562485,256.0,248.68571428571428,0.04505741740129888,0.026087977817235094,0.038996120914816856,0.014396807178854942,1.0009127855300903,0.047612484629359096,0.043039129930279835,0.040040189400315285,0.015217033214867115,1.1085705757141113,-5.014722563898563,0.8799748375536237,-5.0069098472595215,-8.137674331665039,-1.6834297180175781,8.89782813764611,6.427091925211876,7.291651896728707,1.1266497617362896,80.74642701946311,9.81720303715474,7.413490419473374,7.97049811102914,1.0643041589042033,127.74168833901848,0.2958183154270712,0.09630811157339692,0.2758732571080444,0.13542377199213218,2.1348749133940865,4.8594236,13.807217,0.5029404,-56.44533,36.24192,4.860589,13.806765,0.5069228,-56.455193,36.370743,-0.042458802,1.5685412,-0.0970099,-11.843794,9.173285,-0.7287223,0.23951441,-0.70402586,-2.5979896,2.074672,0.1609086555071175,0.016175924854536873,0.15859322994947433,0.1164679154753685,0.28090715408325195,0.004241195087414235,8.622055596139526e-05,0.0042394958436489105,0.003980815876275301,0.004445421043783426
0,0,2667.1844363212585,54110.48083996773,8999,56777.665276288986,360000,1800,350000,5.7985539700646065,5.7985539700646065,256.0,248.88888888888889,0.042684712413698436,0.02700373017853469,0.03623613156378269,0.012941468507051468,0.9181618094444275,0.044352575905341654,0.03204058799203157,0.03755079582333565,0.015451936982572079,0.9740210771560669,-4.527611745738983,0.9076670001386825,-4.519025564193726,-7.917486667633057,-1.1760969161987305,8.385036347953651,5.992001963688117,6.947788535333805,1.0532103827801549,98.10671747686274,9.322113707234312,6.712304925933985,7.646130159493213,1.1220077651902418,86.26662644222816,0.2954519523977324,0.10110372835548974,0.27450404930314043,0.12798061092066562,2.7874564909605417,4.3783913,13.930367,-1.1223291,-59.84238,31.259554,4.3783484,13.93058,-1.1222389,-59.75127,31.358912,-0.08768892,1.5645278,-0.15817006,-16.83962,7.891605,-0.7251906,0.23126766,-0.7012767,-3.0103693,2.1069584,0.15501562158539892,0.014744528923955754,0.15316222608089447,0.11467663943767548,0.26725688576698303,0.00405400270242244,9.997449419686587e-05,0.004039999097585678,0.0038798933383077383,0.004334595985710621
0,0,2731.089415550232,55259.30594754219,9249,57990.39536309242,370000,1840,360000,8.704545134039764,8.704545134039764,256.0,249.0810810810811,0.04625471667088568,0.03257072026373401,0.03788825310766697,0.014492008835077286,0.8857680559158325,0.04853820796832442,0.04402582966683786,0.039057860150933266,0.013525748625397682,1.0106823444366455,-3.827933667463064,0.9088747753352501,-3.828867197036743,-7.327971458435059,-0.5301599502563477,8.988312700310141,6.7315852862054655,7.296224990971671,1.0365725654391453,127.84337573755661,9.93320677344472,8.053354229825116,7.799664988250585,1.1015456848591525,193.54630431651853,0.2947078855652953,0.1050828084553677,0.27008249645322246,0.13265939619464204,2.0564756585223694,3.674341,14.395359,-2.431706,-68.93594,33.83578,3.6744294,14.394753,-2.4376252,-68.90117,34.88746,-0.16702977,1.5597439,-0.25049227,-11.653399,7.131667,-0.73110867,0.21527122,-0.71092385,-3.193108,2.006578,0.16151537013277412,0.016664837802469742,0.15912799537181854,0.12126068770885468,0.2716723382472992,0.003980279857385903,9.22861500139399e-05,0.003969308687373996,0.0038108741864562035,0.004212787374854088
0,0,2799.8399379253387,56520.05392861366,9499,59319.893866539,380000,1880,370000,7.931799336693205,7.931799336693205,256.0,249.26315789473685,0.04956352834757417,0.05012157535470046,0.03899567760527134,0.014365176670253277,1.512120008468628,0.052635542540811,0.06529164117952611,0.041040146723389626,0.013910135254263878,1.6256300210952759,-3.5711384567804636,0.9336186215490679,-3.5844560861587524,-7.415246963500977,0.44697678089141846,9.12465983557878,6.94712627785586,7.287279482136905,0.9444967979675756,98.48010865912406,10.217925745449087,8.220293180726822,8.035589234789569,1.0684923299938782,155.43992506589788,0.29425685773032756,0.11534819224092947,0.26958815874497444,0.13738685837582923,3.7567743322860263,3.4181542,14.70486,-2.1542091,-78.52904,35.2508,3.4191618,14.705776,-2.156836,-78.65915,35.947346,-0.18692866,1.5610673,-0.29690468,-13.274948,6.814229,-0.71789134,0.21070783,-0.7019488,-2.3327131,1.9594817,0.1656910222902894,0.015516583993839123,0.16389919072389603,0.1268201619386673,0.27444472908973694,0.00414109158446081,0.00011400421185557514,0.004128986736759543,0.0039602830074727535,0.004424312151968479
0,0,2865.520280122757,57846.574442625046,9749,60712.0947227478,390000,1920,380000,7.5385189255461365,7.5385189255461365,256.0,249.43589743589743,0.04921400189418346,0.04535254022752409,0.039633702486753464,0.014016722328960896,1.6142892837524414,0.0507895260034129,0.05363023764071578,0.040674030780792236,0.015370545908808708,1.6982324123382568,-3.2869517031177877,0.9056207039095991,-3.2728191614151,-6.498684883117676,0.1981678158044815,8.703644802057937,7.038688629835621,6.942325777541189,1.2146973756613444,182.05220475721822,9.69163133480536,7.738020912983907,7.63734832411205,1.172167411459587,121.8823435168213,0.300327848014345,0.1087282889951653,0.27389951445690053,0.13305022288797966,1.4450430531652712,3.147196,14.216601,-1.9206438,-78.987206,35.31132,3.1478658,14.217042,-1.9226534,-78.863716,35.285645,-0.14253633,1.5582709,-0.21727465,-17.109241,12.52223,-0.7396778,0.2145239,-0.723115,-2.5861578,3.1161199,0.16671193686276675,0.015398609122581803,0.1650196760892868,0.12673577666282654,0.3179478049278259,0.004105046084569767,5.843960531397093e-05,0.004101723898202181,0.003981161396950483,0.004256661981344223
0,0,2945.0768473148346,59743.7795188427,9999,62688.85636615753,400000,2000,390000,5.270911471487534,5.270911471487534,256.0,249.6,0.04276530709760264,0.03878159171955885,0.03542928770184517,0.014005950652062893,1.4212673902511597,0.044999452765006574,0.04870967007639121,0.037063976749777794,0.012643738649785519,1.5022261142730713,-2.6925654102362753,0.901975131977139,-2.6976693868637085,-6.041136264801025,0.5503367781639099,8.43788170993661,6.421674783664082,6.811648816646011,1.1179543010686472,82.3197938796216,9.391653962961716,7.087677391134227,7.5038834401230705,1.0108913957880379,128.82629715457549,0.3042267956859947,0.11206798305478297,0.27647067877406184,0.13053367062532006,2.052174557530968,2.5375671,14.0263405,-2.6271338,-77.08056,34.11271,2.537423,14.025915,-2.6281776,-77.60663,33.815575,-0.20389691,1.5425692,-0.31141356,-9.3510065,9.340229,-0.75546145,0.23173673,-0.7349366,-2.5291634,1.4948986,0.16110614509433507,0.015443132387259573,0.15928474813699722,0.12223479896783829,0.2613663971424103,0.0039030323239741846,0.0001149545870869305,0.0038709096843376756,0.0036851235199719667,0.0041572158224880695
0,0,3015.441249370575,61370.62814092636,10249,64386.069390296936,410000,2040,400000,6.146853409871672,6.146853409871672,256.0,249.7560975609756,0.04154833869300783,0.03278306840825148,0.034279078245162964,0.013094436377286911,1.2753006219863892,0.044528946410492064,0.04371263104618248,0.03610176779329777,0.013285890221595764,1.3173502683639526,-2.6762420908860864,0.931430378529074,-2.6646435260772705,-6.003800868988037,0.6706594228744507,8.878723173735091,6.868767740906105,7.119815656167614,0.901415763459925,104.8955310812695,10.236636147265315,8.520096873637875,8.056792944804892,1.1400943569431305,159.781845349448,0.3214023010994159,0.12918597173300425,0.2880759208211124,0.14170746606102338,2.23752196436393,2.5037029,14.376546,-3.1592832,-75.15212,34.204353,2.5034506,14.376342,-3.1639824,-75.33694,34.39874,-0.22525622,1.5363874,-0.36190176,-10.55718,6.99678,-0.7614111,0.2396029,-0.7342382,-2.8488152,1.6555873,0.15819117574989797,0.016570462477920652,0.1556406393647194,0.11358291655778885,0.26903122663497925,0.00394159841472283,0.00011156572447408595,0.003932697232812643,0.003675672924146056,0.004125936422497034
0,0,3102.3611035346985,62949.16234874725,10499,66051.52345228195,420000,2080,410000,6.334991000166305,6.334991000166305,256.0,249.9047619047619,0.040249142486788334,0.03241140767429235,0.03283940069377422,0.012521672993898392,1.105600357055664,0.04237517828103155,0.03866724301509994,0.03469117730855942,0.013892077840864658,1.2336541414260864,-3.5579886495620014,0.9643456558015843,-3.5633609294891357,-6.974823951721191,0.1323568969964981,8.631805718465513,6.624913581929394,6.868527629460595,1.116424442560626,88.86126709581002,9.950403809132208,7.7732378977046155,7.923845393638079,1.0099792212841077,111.94311931112375,0.3104901462844158,0.13111593301010976,0.2772073094168508,0.13724733555065846,2.50936739471322,3.4366527,15.183312,-3.051206,-75.7845,36.261684,3.4364915,15.18349,-3.0442803,-75.00498,36.35462,-0.19934203,1.5429853,-0.2873771,-11.136894,7.5449286,-0.75222796,0.23301122,-0.72620153,-3.3236117,1.3692201,0.15779364161491394,0.016816939256691168,0.1553269922733307,0.11361005902290344,0.2974795699119568,0.003928708214336075,7.67433730266286e-05,0.00392606551758945,0.003743278793990612,0.0041124639101326466
0,0,3168.635778903961,64258.22200703621,10749,67426.85778594017,430000,2120,420000,7.639071249870147,7.639071249870147,256.0,250.04651162790697,0.038393462165910754,0.023945338496941665,0.03235378675162792,0.011325734667479992,0.6536153554916382,0.04070577538497746,0.02596282012375387,0.03436429053544998,0.013541048392653465,0.8012380003929138,-3.5855670305978506,0.9615291628021064,-3.5797730684280396,-7.314314365386963,-0.03550298139452934,8.344492984771213,6.968970476167692,6.515529981558329,0.9914781196987518,132.41375178229367,9.8319727378553,8.332699944863247,7.598437700608147,0.8345646161421553,110.63746229935246,0.31769759179517754,0.14102947364224397,0.27916175654062003,0.12810550266688647,3.4300402330477713,3.4268482,15.289969,-3.7075667,-68.80154,36.297436,3.427114,15.289728,-3.710061,-68.32312,37.645428,-0.181242,1.5496209,-0.23855944,-9.157545,6.9057837,-0.7468509,0.23835099,-0.71869457,-2.7452316,2.594151,0.1563728173546493,0.017594349800513078,0.1536926105618477,0.11567951738834381,0.2955971658229828,0.003761355160851963,8.471941582503467e-05,0.0037522446364164352,0.00361149525269866,0.003991111647337675
0,0,3239.7016835212708,65946.14936423302,10999,69185.85104775429,440000,2200,430000,5.924425572796748,5.924425572796748,256.0,250.1818181818182,0.037948264637589456,0.024983845538192086,0.03201347030699253,0.012919123284518719,0.6986807584762573,0.040331335609499364,0.02956467357397042,0.03378880210220814,0.01454386580735445,0.9238830804824829,-3.1997452886343,0.9741349830402768,-3.2002238035202026,-7.081144332885742,0.777490496635437,8.014577252367845,6.291515660426042,6.403862443228123,1.0321613627983994,84.26144045337526,9.1619808802734,7.466896271606571,7.200676240097831,0.9416406196794864,121.3264400563752,0.30218449992949525,0.11929376849280078,0.2714249943601241,0.12281522983942832,1.9780490078788027,3.0587797,15.355797,-4.459078,-67.257355,38.973106,3.058954,15.355176,-4.4425464,-66.887794,38.972435,-0.14383434,1.5517387,-0.17340982,-14.387473,10.590187,-0.75388634,0.2405536,-0.728297,-2.8601966,2.0215943,0.15328327781409026,0.018398192985795758,0.15036479383707047,0.11494733393192291,0.3713320195674896,0.003625257816677913,5.877446952440292e-05,0.003620399977080524,0.003413781989365816,0.0037645010743290186
0,0,3309.8552927970886,67221.53516578674,11249,70531.39045858383,450000,2240,440000,7.840764722186493,7.840764722186493,256.0,250.3111111111111,0.04133316671475768,0.032450540328839886,0.03371451795101166,0.012539595365524292,1.023746371269226,0.044359614220168445,0.04627337692038868,0.035386161878705025,0.012955990619957447,1.4622700214385986,-2.9414227281991976,0.9904758851519109,-2.9291419982910156,-7.085605621337891,0.9976664781570435,8.288946961663015,6.661717914169073,6.539320796352495,1.1372350868992323,106.80068684894272,9.390214859324619,8.170500165233014,7.259886263951831,0.9529016206421188,127.90162060607007,0.2973145472854285,0.12475148829790782,0.2638562597103606,0.13488285037271575,2.1981805545236535,2.784208,15.64228,-5.1362696,-72.4295,40.35109,2.7845676,15.642644,-5.126453,-72.41427,40.486046,-0.12784821,1.5524316,-0.17395276,-11.996525,8.542831,-0.7543269,0.23245241,-0.72806007,-3.2473984,1.9329822,0.15571869777590036,0.01779001896650738,0.15275999158620834,0.11643768846988678,0.31720268726348877,0.0035585589031223207,4.7648820072685766e-05,0.0035671485820785165,0.0034269324969500303,0.0036714619491249323
0,0,3372.307395219803,68496.43040680885,11499,71868.73780202866,460000,2280,450000,7.843781730632857,7.843781730632857,256.0,250.43478260869566,0.041447632178850474,0.033863500190064885,0.034192949533462524,0.013829700648784637,1.2631891965866089,0.04366950974408537,0.04610725572974969,0.03554517775774002,0.01413531880825758,1.6394981145858765,-2.8924131102753803,0.9979042576040794,-2.879750370979309,-6.859791278839111,0.8060638904571533,8.086334505508146,6.858327236773538,6.385252887213655,0.9663581312382481,159.87940579757884,8.798314769455251,7.115373409444888,6.9398519500695315,1.0019988975112948,104.11684256639384,0.2966841232427541,0.12430932638257892,0.26365244711938685,0.12447949058482824,1.620110039983723,2.7754214,15.82782,-5.3327284,-72.64217,40.42478,2.775577,15.827593,-5.3059587,-72.860214,40.418194,-0.16741574,1.5645134,-0.2466723,-10.013849,6.932237,-0.7293538,0.23051874,-0.7045568,-3.2756305,2.0043383,0.159945416072011,0.018804977032293998,0.1570182368159294,0.11773645132780075,0.31364119052886963,0.003677526385500096,8.604730617192134e-05,0.0036943760933354497,0.003410518169403076,0.003832695074379444
0,0,3447.9382586479187,70105.25701761246,11749,73553.19527626038,470000,2320,460000,6.215710215661481,6.215710215661481,256.0,250.5531914893617,0.04101546086287126,0.03112491775129075,0.03397151082754135,0.01411521341651678,1.0717287063598633,0.043926210064999756,0.04142374578087403,0.03587179072201252,0.013942347839474678,1.4156652688980103,-3.5413247387864217,1.0283937247614339,-3.546031951904297,-8.028164863586426,0.5616121888160706,7.9334722145880425,5.958250340360705,6.453631366350976,0.9735359232480565,102.47709885421467,8.934363529531128,7.361136691857806,7.0614150445053845,0.9783904070512682,173.1356481111726,0.30194901689085946,0.12429041780710523,0.2685939728504091,0.12895290495962944,1.7643782900905216,3.4096003,15.967177,-4.237961,-68.419685,40.04061,3.409947,15.966183,-4.2247343,-68.34093,40.677784,-0.19639592,1.5562264,-0.31239796,-9.177914,9.518731,-0.72571236,0.2206546,-0.7019874,-3.4193277,1.0220603,0.1605875759154558,0.017994734634143496,0.15782175213098526,0.11454612761735916,0.3145744800567627,0.003892759969551116,5.9369519587522245e-05,0.0038991819601505995,0.0037397195119410753,0.004037610720843077
