StepsInEval,TrajsInEval,CumEvalTime,CumTrainTime,Iteration,CumTime (s),CumSteps,CumCompletedTrajs,CumUpdates,StepsPerSecond,UpdatesPerSecond,ReplayRatio,CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,tdAbsErrAverage,tdAbsErrStd,tdAbsErrMedian,tdAbsErrMin,tdAbsErrMax
4303,5,10.922794103622437,0.013865470886230469,0,10.936659574508667,4,0,0,nan,nan,0.0,0.0,860.6,53.85758999435455,878.0,763,926,-20.8,0.4,-21.0,-21.0,-20.0,21.2,0.4,21.0,21,22,-1.7991131732984378,0.09293193090712598,-1.8121698867812888,-1.8963689572083626,-1.6248479831562248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
